indexLine	algoIter	time	best obj	current obj	T	probdelta1	nb uses 1	nb uses 2	nb uses 3	nb uses 4	nb uses 5	nb uses 6	nb uses 7	nb uses 8	nb uses 9	score 1	score 2	score 3	score 4	score 5	score 6	score 7	score 8	score 9	duration 1	duration 2	duration 3	duration 4	duration 5	duration 6	duration 7	duration 8	duration 9	avgDuration 1	avgDuration 2	avgDuration 3	avgDuration 4	avgDuration 5	avgDuration 6	avgDuration 7	avgDuration 8	avgDuration 9	sigmas1 1	sigmas1 2	sigmas1 3	sigmas1 4	sigmas1 5	sigmas1 6	sigmas1 7	sigmas1 8	sigmas1 9	sigmas2 1	sigmas2 2	sigmas2 3	sigmas2 4	sigmas2 5	sigmas2 6	sigmas2 7	sigmas2 8	sigmas2 9	sigmas3 1	sigmas3 2	sigmas3 3	sigmas3 4	sigmas3 5	sigmas3 6	sigmas3 7	sigmas3 8	sigmas3 9	sigmas4 1	sigmas4 2	sigmas4 3	sigmas4 4	sigmas4 5	sigmas4 6	sigmas4 7	sigmas4 8	sigmas4 9	sigmas5 1	sigmas5 2	sigmas5 3	sigmas5 4	sigmas5 5	sigmas5 6	sigmas5 7	sigmas5 8	sigmas5 9	sigmas6 1	sigmas6 2	sigmas6 3	sigmas6 4	sigmas6 5	sigmas6 6	sigmas6 7	sigmas6 8	sigmas6 9	weight 1	weight 2	weight 3	weight 4	weight 5	weight 6	weight 7	weight 8	weight 9	proba 1	proba 2	proba 3	proba 4	proba 5	proba 6	proba 7	proba 8	proba 9	
1	2	73.27818793	7915.889	7915.889	100.0	0.99005	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
2	4	81.156683538	7854.444	7854.444	100.0	0.99005	0	0	0	0	0	0	0	0	0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000527	0.0	0.0	0.0	7.87795	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1896.29	0.0	0.0	0.0	0.126937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
3	198	108.081232907	7278.667	7278.667	85.5323	0.988377	193	0	0	0	1	0	0	0	0	0.000885	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.064972	0.0	0.0	0.0	26.8595	0.0	0.0	0.0	0.0	0.000337	0.0	0.0	0.0	26.8595	0.0	0.0	0.0	0.0	3	0	0	0	1	0	0	0	0	14	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	2.6298	0.0	0.0	0.0	0.037231	0.0	0.0	0.0	0.0	0.98604	0.0	0.0	0.0	0.01396	0.0	0.0	0.0	0.0	
4	325	122.618413417	7231.139	7231.139	81.2165	0.987763	319	0	0	0	2	0	0	0	0	0.000701	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.114689	0.0	0.0	0.0	41.3468	0.0	0.0	0.0	0.0	0.00036	0.0	0.0	0.0	20.6734	0.0	0.0	0.0	0.0	7	0	0	0	2	0	0	0	0	21	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	1.94945	0.0	0.0	0.0	0.048371	0.0	0.0	0.0	0.0	0.975788	0.0	0.0	0.0	0.024212	0.0	0.0	0.0	0.0	
5	418	130.072777718	7210.444	7210.444	78.9785	0.987418	411	0	0	0	3	0	0	0	0	0.002102	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.150306	0.0	0.0	0.0	48.7655	0.0	0.0	0.0	0.0	0.000366	0.0	0.0	0.0	16.2552	0.0	0.0	0.0	0.0	10	0	0	0	3	0	0	0	0	28	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	5.74774	0.0	0.0	0.0	0.061519	0.0	0.0	0.0	0.0	0.98941	0.0	0.0	0.0	0.01059	0.0	0.0	0.0	0.0	
6	496	138.30450909	7210.401777777778	7267.556	77.741	0.987219	488	0	0	0	4	0	0	0	0	0.001594	0.0	0.0	0.0	0.9005	0.0	0.0	0.0	0.0	0.939585	0.0	0.0	0.0	56.2079	0.0	0.0	0.0	0.0	0.001925	0.0	0.0	0.0	14.052	0.0	0.0	0.0	0.0	11	0	0	0	3	0	0	0	0	34	0	0	0	1	0	0	0	0	284	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0.827651	0.0	0.0	0.0	0.064084	0.0	0.0	0.0	0.0	0.928136	0.0	0.0	0.0	0.071864	0.0	0.0	0.0	0.0	
7	497	142.657189255	7210.401777777778	7267.056	76.6357	0.987036	488	0	0	0	5	0	0	0	0	0.001594	0.0	0.0	0.0	0.81095	0.0	0.0	0.0	0.0	0.939585	0.0	0.0	0.0	60.5606	0.0	0.0	0.0	0.0	0.001925	0.0	0.0	0.0	12.1121	0.0	0.0	0.0	0.0	11	0	0	0	3	0	0	0	0	34	0	0	0	2	0	0	0	0	284	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0.827651	0.0	0.0	0.0	0.066954	0.0	0.0	0.0	0.0	0.925158	0.0	0.0	0.0	0.074842	0.0	0.0	0.0	0.0	
8	531	154.012764128	7210.401777777778	7211.417	75.9951	0.986927	521	0	0	0	6	0	0	0	0	0.000426	0.0	0.0	0.0	0.730355	0.0	0.0	0.0	0.0	0.949662	0.0	0.0	0.0	71.906	0.0	0.0	0.0	0.0	0.001823	0.0	0.0	0.0	11.9843	0.0	0.0	0.0	0.0	11	0	0	0	3	0	0	0	0	37	0	0	0	3	0	0	0	0	299	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0.233977	0.0	0.0	0.0	0.060942	0.0	0.0	0.0	0.0	0.793359	0.0	0.0	0.0	0.206641	0.0	0.0	0.0	0.0	
9	547	161.615720509	7210.401777777778	7327.139	74.3533	0.986641	536	0	0	0	7	0	0	0	0	0.00049	0.0	0.0	0.0	0.657819	0.0	0.0	0.0	0.0	0.95509	0.0	0.0	0.0	79.5035	0.0	0.0	0.0	0.0	0.001782	0.0	0.0	0.0	11.3576	0.0	0.0	0.0	0.0	11	0	0	0	3	0	0	0	0	39	0	0	0	4	0	0	0	0	307	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0.275116	0.0	0.0	0.0	0.057919	0.0	0.0	0.0	0.0	0.826088	0.0	0.0	0.0	0.173912	0.0	0.0	0.0	0.0	
10	560	173.30896959	7210.401777777778	7242.889	73.2738	0.986445	548	0	0	0	8	0	0	0	0	0.000924	0.0	0.0	0.0	0.592538	0.0	0.0	0.0	0.0	0.959062	0.0	0.0	0.0	91.1928	0.0	0.0	0.0	0.0	0.00175	0.0	0.0	0.0	11.3991	0.0	0.0	0.0	0.0	11	0	0	0	3	0	0	0	0	42	0	0	0	5	0	0	0	0	310	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0.527875	0.0	0.0	0.0	0.051981	0.0	0.0	0.0	0.0	0.910355	0.0	0.0	0.0	0.089645	0.0	0.0	0.0	0.0	
